image_id,cluster_id,center_x,center_y,bbox_x,bbox_y,bbox_w,bbox_h,size_px,aspect_ratio,elongation,compactness,total_charge,peak_value,peak_snr,sigma_x,sigma_y,label,confidence,filter_status,true_label
635,97,3292.011,1400.615,3291,1399,3,4,12,0.75,1.242,1.0,1923.0,255.0,255.0,0.736,0.819,unknown,0.0,valid,lithium
635,136,4052.038,1974.479,4051,1974,3,2,5,1.5,3.422,0.833,551.0,255.0,255.0,0.27,0.5,unknown,0.0,valid,lithium
635,188,1971.331,2861.692,1970,2860,4,4,5,1.0,19.148,0.312,133.0,60.0,60.0,0.773,1.02,unknown,0.0,valid,artifact
636,15,3182.916,329.893,3181,328,5,5,13,1.0,1.091,0.52,1865.0,255.0,255.0,0.793,0.827,unknown,0.0,valid,lithium
636,30,4993.203,648.315,4992,647,4,4,14,1.0,1.169,0.875,2159.0,255.0,255.0,0.857,0.847,unknown,0.0,valid,lithium
636,86,5153.407,1184.844,5152,1183,4,4,12,1.0,1.215,0.75,1639.0,255.0,255.0,0.787,0.718,unknown,0.0,valid,lithium
636,223,1296.952,3623.333,1296,3623,3,2,3,1.5,17.344,0.5,21.0,8.0,8.0,0.785,0.471,unknown,0.0,valid,artifact
637,47,5047.052,853.855,5045,852,5,5,13,1.0,1.129,0.52,1799.0,255.0,255.0,0.769,0.816,unknown,0.0,valid,lithium
637,103,1789.339,1489.96,1787,1488,5,5,15,1.0,1.231,0.6,2191.0,255.0,255.0,0.891,0.807,unknown,0.0,valid,lithium
638,90,3737.453,1261.425,3736,1260,4,4,14,1.0,1.049,0.875,2098.0,255.0,255.0,0.871,0.879,unknown,0.0,valid,lithium
